Last_Name_Match,First_Name_Match,DCPS_Student_ID_Match,Birthdate_Match,Match_Type,School_Number,School_Name,Grade_Level,Race_Desc,Gender_Code,FRL,Cumulative_GPA,Days_Enrolled,Days_Absent,Referrals,ISSP,OSSP,iReady_Math_BY,iReady_Math_MY,iReady_MAth_EY,iReady_ELA_BY,iReady_ELA_MY,iReady_ELA_EY,Achieve_BY,Achieve_MY,Achieve_EY,Math_Course_1,Math_Grade_1,Math_Course_2,Math_Grade_2,Math_Course_3,Math_Grade_3,Math_Course_4,Math_Grade_4,English_Course_1,English_Grade_1,English_Course_2,English_Grade_2,English_Course_3,English_Grade_3,English_Course_4,English_Grade_4,Science_Course_1,Science_Grade_1,Science_Course_2,Science_Grade_2,Science_Course_3,Science_Grade_3,AFL,After_School,AmeriCorps,BTS,Gear_Up,SEP
Rock,Sha'mir,10004634,07/24/2113,ID,2381,FORT CAROLINE MIDDLE SCHOOL,08,Black,F,No,,48,3,0,0,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,C,,,,,Yes,No,No,No,No,No
Rodall,Aaliyah,10004635,12/08/2113,ID,2741,WESTVIEW K-8,08,Hispanic,F,No,,48,1,0,0,0,Below,Below,Below,,,,Meets,Meets,Meets,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ LANG ARTS 3 ADV,B,,,,,,,MJ COMPRE SCI 3,C,,,,,No,Yes,No,No,No,No
Rodney,Kellea,10004636,04/15/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,F,No,,48,0,0,0,0,,,,,,,Exceeds,Exceeds,Exceeds,ALG 1 HON,A,,,,,,,MJ LANG ARTS 3 ADV,B,,,,,,,MJ COMPRE SCI 3 ADV,B,,,,,No,Yes,No,No,No,No
Rodriguez,Adrian,10004637,06/17/2115,ID,2131,ARLINGTON MIDDLE SCHOOL,07,Hispanic,M,No,,48,4,0,0,0,Below,Below,Early,,,,Meets,Meets,Exceeds,MJ GRADE 7 MATH,A,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,A,,,,,MJ COMPRE SCI 2,A,,,,,Yes,No,No,No,No,No
Rodriguez,Darwin,10004638,05/17/2112,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,KG,Hispanic,M,No,,48,3,0,0,0,Below,Below,Mid,Below,Early,Early,,,,MATH GRADE K,S,,,,,,,LANG ARTS GRADE K,S,,,,,,,,,,,,,No,No,Yes,No,No,No
Rodriguez-Arzola,Alina,10004639,06/25/2115,ID,0661,ALFRED I DUPONT MIDDLE SCHOOL,07,Hispanic,F,No,,48,1,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH ADV,A,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,B,,,,,No,No,No,No,Yes,No
Rodriquez,Keiden,10004640,04/06/2112,ID,1691,S A HULL ELEMENTARY SCHOOL,KG,Black,M,No,,48,13,0,0,0,Below,Below,Mid,Below,Below,Early,,,,MATH GRADE K,E,,,,,,,LANG ARTS GRADE K,E,,,,,,,,,,,,,No,Yes,No,No,No,No
Roeun,Jayden,10004641,01/12/2114,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Asian,M,No,,48,9,0,0,0,Early,,,,,,Below,Below,App Read,ALG 1 HON,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,C,,,,,No,No,No,No,No,Yes
Rogers,Aniah,10004642,11/01/2113,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,F,No,,48,1,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 3,B,,,,,MJ COMPRE SCI 3,C,,,,,No,Yes,No,No,No,No
Rogers,Blake,10004643,11/24/2111,ID,0861,TERRY PARKER HIGH SCHOOL,11,White,M,No,3.40,48,2,0,0,0,,,,,,,,Below,,ALG 2,B,,,,,,,,,,,,,,,ANAT PHYSIO,A,,,,,No,No,No,No,No,Yes
Rogers,Darnell,10004644,08/11/2115,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,06,Black,M,No,,48,3,2,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ LANG ARTS 1,A,,,,,,,MJ COMPRE SCI 1,B,,,,,No,Yes,No,No,No,No
Rogers,Jadyn,10004645,02/18/2115,ID,2541,MAYPORT MIDDLE SCHOOL,07,White,F,No,,48,2,0,0,0,,,,,,,App Text,Meets,Meets,ALG 1 HON,A,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,A,,,,,No,Yes,No,No,No,No
Rogers,Shirlayshia,10004646,8/17/1888,ID,0351,ANDREW JACKSON HIGH SCHOOL,12,Black,F,Yes,2.51,48,1,0,0,0,,,,,,,,Below,Below,ALG 2,C,,,,,,,ENG 4 FL COLL PREP,C,,,,,,,,,,,,,No,No,No,No,No,Yes
Rogers,Zhondrea,10004647,01/28/2112,ID,0961,JEAN RIBAULT HIGH SCHOOL,10,Black,F,No,2.81,48,0,0,0,0,,,,,,,App Read,App Read,App Read,ALG 1,A,INTENS MATH,A,,,,,ENG 2,C,,,,,,,BIO 1,A,,,,,No,No,No,No,No,Yes
Roig,Iyana,10004648,04/13/2117,ID,0931,PINEDALE ELEMENTARY SCHOOL,05,Hispanic,F,No,,48,4,0,0,0,Below,Early,Mid,Below,Below,Below,App Read,App Read,App Text,MATH GRADE 5,C,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,A,,,,,No,Yes,No,No,No,No
Rojas,Kamila,10004649,01/21/2113,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,08,Hispanic,F,No,,48,2,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,D,,,,,No,Yes,No,No,No,No
Rojas,Victoria,10004650,07/18/2116,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Hispanic,F,No,,48,0,0,0,0,Below,Early,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ LANG ARTS 1 ADV,C,,,,,,,MJ COMPRE SCI 1,C,,,,,No,Yes,No,No,No,No
Rolack,Eddie,10004651,08/18/2114,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,07,Black,M,No,,48,2,1,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,A,,,,,Yes,Yes,No,No,Yes,No
Roland,Reyna,10004652,05/31/2111,ID,0291,THE BRIDGE,10,White,F,No,2.88,48,4,0,0,0,,,,,,,,Below,Below,ALG 1,B,MATH COLL READINESS,C,,,,,ENG 2,B,ENG 3,C,INTENS READ,A,,,BIO 1,A,ENV SCI,B,,,No,No,No,Yes,No,No
Rollins,Aaliyah,10004653,07/17/2114,ID,1551,NORTHWESTERN MIDDLE SCHOOL,08,Black,F,No,,48,26,2,0,0,,,,,,,Meets,Meets,Meets,ALG 1 HON,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 3 ADV,A,,,,,MJ COMPRE SCI 3 ADV,A,,,,,Yes,No,No,No,No,No
Rollins,Ayleena,10004654,12/21/2115,ID,1551,NORTHWESTERN MIDDLE SCHOOL,06,Black,F,No,,48,28,1,0,0,,,,,,,,App Read,,MJ GRADE 6 MATH,F,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Roman,Osmar,10004655,02/03/2114,ID,0661,ALFRED I DUPONT MIDDLE SCHOOL,07,Hispanic,M,No,,48,3,2,2,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,C,,,,,,,MJ LANG ARTS 2,C,,,,,,,MJ COMPRE SCI 2,D,,,,,No,No,No,No,Yes,No
Rome,Zion,10004656,03/08/2115,ID,2441,HIGHLANDS MIDDLE SCHOOL,07,Black,M,No,,48,12,0,0,0,Below,Below,Below,,,,,Meets,Meets,MJ GRADE 7 MATH,C,,,,,,,MJ LANG ARTS 2 ADV,B,,,,,,,MJ COMPRE SCI 2 ADV,A,,,,,Yes,Yes,No,No,No,No
Romedy,Kaleigh,10004657,08/06/2114,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,07,White,F,No,,48,11,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,D,,,,,,,MJ LANG ARTS 2,F,,,,,,,MJ COMPRE SCI 2,A,,,,,Yes,Yes,No,No,No,No
Rooney,John,10004658,08/18/2117,ID,2051,PICKETT ELEMENTARY SCHOOL,04,White,M,No,,48,1,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 4,D,,,,,,,LANG ARTS GRADE 4,B,,,,,,,SCIENCE GRADE 4,B,,,,,No,Yes,No,No,No,No
Rooney,Makenzie,10004659,04/07/2116,ID,2051,PICKETT ELEMENTARY SCHOOL,05,White,F,No,,48,1,0,0,0,Below,Below,Below,Below,Below,Below,App Read,App Read,App Read,MATH GRADE 5,B,,,,,,,LANG ARTS GRADE 5,B,,,,,,,SCIENCE GRADE 5,B,,,,,No,Yes,No,No,No,No
Rosales,Erick,10004660,6/31/2115,ID,0291,THE BRIDGE,06,Hispanic,M,No,,48,1,0,0,0,Early,,Early,Early,Early,Mid,App Read,App Text,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ LANG ARTS 1,A,,,,,,,MJ COMPRE SCI 1,A,,,,,No,No,No,Yes,No,No
Rosario-Martinez,Alex,10004661,02/18/2114,ID,2072,J E B STUART MIDDLE SCHOOL,08,Hispanic,M,No,,48,14,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,C,,,,,Yes,No,No,No,No,No
Rosario-Rivera,Brian,10004662,08/26/2116,ID,0691,LAKE SHORE MIDDLE SCHOOL,06,Hispanic,M,No,,48,4,0,0,0,Early,Mid,Early,,,,Meets,Meets,Meets,MJ GRADE 6 MATH ADV,B,,,,,,,MJ LANG ARTS 1 ADV,B,,,,,,,MJ COMPRE SCI 1 ADV,A,,,,,No,Yes,No,No,No,No
Rosas,Marco,10004663,11/25/2115,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Hispanic,M,No,,48,1,0,0,0,Early,Below,Mid,,,,App Read,App Read,App Read,MJ GRADE 6 MATH ADV,A,,,,,,,MJ LANG ARTS 1 ADV,B,,,,,,,MJ COMPRE SCI 1 ADV,B,,,,,No,Yes,No,No,No,No
Rose,Diamond,10004664,05/23/2115,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,07,Black,F,No,,48,4,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,A,,,,,,,MJ LANG ARTS 2,C,,,,,,,MJ COMPRE SCI 2,A,,,,,No,Yes,No,No,No,No
Rose,Sean,10004665,03/31/2118,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,04,White,M,No,,48,8,0,0,0,Early,Mid,Mid,Below,Early,Below,App Read,App Read,App Read,MATH GRADE 4,A,,,,,,,LANG ARTS GRADE 4,B,,,,,,,SCIENCE GRADE 4,A,,,,,No,No,Yes,No,No,No
Rose,Tyler,10004666,12/07/2115,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Black,M,No,,48,0,0,0,0,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ LANG ARTS 1,C,,,,,,,MJ COMPRE SCI 1,C,,,,,No,Yes,No,No,No,No
Rosembert,Faith,10004667,08/21/2117,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,04,Black,F,No,,48,1,0,0,0,Below,Below,Early,Early,Below,Below,App Text,App Text,App Text,MATH GRADE 4,C,,,,,,,LANG ARTS GRADE 4,B,,,,,,,SCIENCE GRADE 4,B,,,,,No,Yes,Yes,No,No,No
Rosier,Deaunna,10004668,08/27/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,07,Black,F,No,,48,6,1,0,0,Below,Below,Early,,,,App Read,App Read,Meets,MJ GRADE 7 MATH,A,,,,,,,MJ LANG ARTS 2 ADV,C,,,,,,,MJ COMPRE SCI 2 ADV,A,,,,,No,Yes,No,No,No,No
Rosier,Marcus,10004669,11/26/2117,ID,0701,NORTH SHORE ELEMENTARY,04,Black,M,No,,48,1,0,0,0,Early,Early,Early,Below,Below,Below,App Read,App Text,App Text,MATH GRADE 4,B,,,,,,,LANG ARTS GRADE 4,C,,,,,,,SCIENCE GRADE 4,C,,,,,No,Yes,No,No,No,No
Rosier,Tre'veon,10004670,08/23/2113,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,M,No,,48,1,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ LANG ARTS 3,D,,,,,,,MJ COMPRE SCI 3,C,,,,,Yes,No,No,No,No,No
Ross,Amber,10004671,03/04/2115,ID,2131,ARLINGTON MIDDLE SCHOOL,07,White,F,No,,48,7,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2,A,,,,,Yes,No,No,No,No,No
Ross,Ayanni,10004672,04/08/2118,ID,1661,CARTER G WOODSON ELEM SCHOOL,03,Black,F,No,,48,1,0,0,0,Below,Below,Below,Below,Early,Below,Below,Below,Below,MATH GRADE 3,C,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,B,,,,,No,Yes,No,No,No,No
Ross,Cameron,10004673,03/17/2116,Name & Bday,2131,ARLINGTON MIDDLE SCHOOL,06,Black,M,No,,48,1,0,0,0,,,Below,,,,,,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 1,D,,,,,MJ COMPRE SCI 1,B,,,,,No,Yes,No,No,No,No
Ross,Claude,10004674,11/26/2118,ID,0741,LAKE FOREST ELEMENTARY SCHOOL,02,Black,M,No,,48,0,0,0,0,Mid,Mid,Mid,Below,Mid,Early,,,,MATH GRADE 2,B,,,,,,,LANG ARTS GRADE 2,A,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,Yes
Ross,Diamond,10004675,04/16/2111,ID,0861,TERRY PARKER HIGH SCHOOL,10,Black,F,No,1.66,48,18,0,0,0,,,,,,,Below,Below,Below,ALG 1-B,F,,,,,,,ENG 2,F,,,,,,,ENV SCI,F,,,,,No,No,No,No,No,Yes
Ross,Dorien,10004676,12/26/2117,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,04,Hispanic,M,No,,48,3,0,0,0,Below,Mid,Below,Below,Below,Early,App Read,App Read,App Text,MATH GRADE 4,C,,,,,,,LANG ARTS GRADE 4,D,,,,,,,SCIENCE GRADE 4,A,,,,,No,Yes,No,No,No,No
Ross,Jermaine,10004677,08/02/2112,ID,0701,NORTH SHORE ELEMENTARY,KG,Black,M,No,,48,1,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE K,U,,,,,,,LANG ARTS GRADE K,U,,,,,,,,,,,,,No,Yes,No,No,No,No
Ross,Jh'maine,10004678,08/02/2112,ID,0701,NORTH SHORE ELEMENTARY,KG,Black,M,No,,48,0,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE K,U,,,,,,,LANG ARTS GRADE K,U,,,,,,,,,,,,,No,Yes,No,No,No,No
Ross,Kalon,10004679,11/26/2114,ID,1551,NORTHWESTERN MIDDLE SCHOOL,07,Black,F,No,,48,1,0,0,0,Below,Below,Below,,,,App Read,App Text,App Text,MJ GRADE 7 MATH ADV,C,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2 ADV,C,,,,,MJ COMPRE SCI 2 ADV,A,,,,,No,Yes,No,No,No,No
Ross,Kamiah,10004680,02/05/2113,ID,0291,THE BRIDGE,08,Black,F,No,,48,13,0,0,0,Below,,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 3,D,,,,,MJ COMPRE SCI 3,C,,,,,No,No,No,Yes,No,No
Ross,Latiana,10004681,01/16/2115,ID,0691,LAKE SHORE MIDDLE SCHOOL,07,Black,F,No,,48,0,0,0,0,Mid,,,,,,App Read,App Text,App Text,MJ GRADE 7 MATH ADV,B,,,,,,,MJ LANG ARTS 2 ADV,F,,,,,,,MJ COMPRE SCI 2 ADV,D,,,,,No,Yes,No,No,No,No
Ross,Richard,10004682,08/22/2113,ID,2131,ARLINGTON MIDDLE SCHOOL,07,White,M,No,,48,6,0,0,0,Below,Below,Below,,,,App Read,App Read,App Text,MJ GRADE 7 MATH,D,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 2,D,,,,,MJ COMPRE SCI 2,B,,,,,Yes,No,No,No,No,No
Ross-Johnson,David,10004683,07/01/2112,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,KG,Black,M,No,,48,1,0,0,0,Below,Below,Mid,Below,Early,Mid,,,,MATH GRADE K,E,,,,,,,LANG ARTS GRADE K,S,,,,,,,,,,,,,No,No,Yes,No,No,No
Roston,Stephen,10004684,07/05/2112,ID,1581,GEORGE WASHINGTON CARVER ELEM,KG,Black,M,No,,48,11,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE K,U,,,,,,,LANG ARTS GRADE K,U,,,,,,,,,,,,,No,Yes,No,No,No,No
Rountree,Melody,10004685,12/21/2111,ID,0291,THE BRIDGE,08,White,F,No,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,ALG 1-A,C,,,,,,,ENG 1,B,,,,,,,PHY SCI,C,,,,,No,No,Yes,Yes,No,No
Rowe,Kamaury,10004686,11/31/2116,ID,0701,NORTH SHORE ELEMENTARY,05,Black,M,No,,48,0,0,0,0,Early,Mid,Mid,Below,Below,Early,App Text,Meets,Meets,MATH GRADE 5,A,,,,,,,LANG ARTS GRADE 5,A,,,,,,,SCIENCE GRADE 5,A,,,,,No,Yes,No,No,No,No
Rowland,T'keyah,10004687,03/11/2116,ID,1551,NORTHWESTERN MIDDLE SCHOOL,06,Black,F,No,,48,3,1,0,1,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,Yes,Yes,No,No,No,No
ROZIER,DESTINY,10004688,12/31/2118,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,02,White,F,No,,48,3,0,0,0,Below,Below,Mid,Below,Below,Late,,,,MATH GRADE 2,B,,,,,,,LANG ARTS GRADE 2,B,,,,,,,SCIENCE GRADE 2,S,,,,,No,No,Yes,No,No,No
Rozier,T'yahrri,10004689,01/06/2118,ID,1661,CARTER G WOODSON ELEM SCHOOL,03,Black,F,No,,48,3,0,0,0,Below,Early,Mid,Early,Late,Late,App Text,App Text,Meets,MATH GRADE 3,A,,,,,,,LANG ARTS GRADE 3,A,,,,,,,SCIENCE GRADE 3,B,,,,,No,Yes,No,No,No,No
Rubio,David,10004690,08/17/2118,ID,0821,LOVE GROVE ELEMENTARY SCHOOL,03,Hispanic,M,No,,48,4,0,0,0,Below,Below,Below,Below,Below,Below,Below,App Read,App Read,MATH GRADE 3,F,,,,,,,LANG ARTS GRADE 3,F,,,,,,,SCIENCE GRADE 3,C,,,,,No,No,Yes,No,No,No
Ruckdeschel,Andrew,10004691,06/14/2118,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,03,White,M,No,,48,8,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,App Read,MATH GRADE 3,C,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,B,,,,,No,Yes,Yes,No,No,No
Ruff,Alonna,10004692,08/18/2113,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,F,No,,48,2,0,0,0,,,,,,,App Read,App Read,App Read,ALG 1 HON,A,,,,,,,MJ LANG ARTS 3 ADV,B,,,,,,,MJ COMPRE SCI 3 ADV,C,,,,,Yes,No,No,No,No,No
Ruff,Danaja,10004693,05/02/2117,ID,0701,NORTH SHORE ELEMENTARY,05,Black,F,No,,48,0,0,0,0,Below,Below,Below,Below,Early,Below,Below,App Read,App Read,MATH GRADE 5,B,,,,,,,LANG ARTS GRADE 5,B,,,,,,,SCIENCE GRADE 5,C,,,,,No,Yes,No,No,No,No
Ruff,Jamari,10004694,02/26/2111,ID,0701,NORTH SHORE ELEMENTARY,01,Black,M,No,,48,3,0,0,0,Below,Below,Early,Below,Below,Below,,,,MATH GRADE 1,N,,,,,,,LANG ARTS GRADE 1,N,,,,,,,,,,,,,No,Yes,No,No,No,No
Ruffin,Andrea,10004695,11/26/2115,ID,0291,THE BRIDGE,06,Black,F,No,,48,5,0,0,0,Below,,Below,Below,Below,,App Read,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ LANG ARTS 1,C,,,,,,,MJ COMPRE SCI 1,C,,,,,No,No,No,Yes,No,No
Ruffin,Deshawn,10004696,02/04/2114,ID,0291,THE BRIDGE,05,Black,M,No,,48,2,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 5,C,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,C,,,,,No,No,No,Yes,No,No
Ruiz,Khamari,10004697,02/18/2118,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,03,Black,M,No,,48,6,0,0,0,Below,Mid,Below,Below,Below,Below,App Read,App Read,App Read,MATH GRADE 3,D,,,,,,,LANG ARTS GRADE 3,C,,,,,,,SCIENCE GRADE 3,D,,,,,No,Yes,No,No,No,No
Ruiz,Khayvon,10004698,07/27/2112,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,KG,Black,M,No,,48,5,0,0,0,Below,Below,Mid,Below,Below,Mid,,,,MATH GRADE K,S,,,,,,,LANG ARTS GRADE K,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Ruiz,Manuel,10004699,06/11/2114,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Hispanic,M,No,,48,5,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,D,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,A,,,,,Yes,No,No,No,No,No
Ruiz,Xavier,10004700,05/18/2116,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Hispanic,M,No,,48,4,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,B,,,,,Yes,No,No,No,No,No
Ruliva,Gabriel,10004701,08/25/2113,ID,2441,HIGHLANDS MIDDLE SCHOOL,07,White,M,No,,48,22,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,C,,,,,No,No,No,No,Yes,No
Russ,Shaveal,10004702,12/21/2114,ID,1551,NORTHWESTERN MIDDLE SCHOOL,06,Black,F,No,,48,11,0,0,0,Below,Below,,,,,Below,Below,,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,No,Yes,No,No,No,No
Russell,Camren,10004703,03/24/2116,ID,0691,LAKE SHORE MIDDLE SCHOOL,06,Black,M,Yes,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,A,,,,,MJ COMPRE SCI 1,A,,,,,No,Yes,No,No,No,No
Russell,Cornel,10004704,03/24/2116,ID,0691,LAKE SHORE MIDDLE SCHOOL,06,Black,M,Yes,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,A,,,,,No,Yes,No,No,No,No
Russell,Emily,10004705,11/22/2114,Name & Bday,2131,ARLINGTON MIDDLE SCHOOL,07,White,F,Yes,,26,9,0,0,0,Early,Below,,,,,Meets,Exceeds,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes
Russell,Jon'Neshia,10004706,08/08/2111,ID,0741,LAKE FOREST ELEMENTARY SCHOOL,01,Black,F,No,,48,10,0,0,0,Below,,Mid,Below,Below,Late,,,,MATH GRADE 1,E,,,,,,,LANG ARTS GRADE 1,E,,,,,,,,,,,,,No,Yes,No,No,No,No
Russell,Levi,10004707,07/13/2115,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,07,White,M,No,,48,2,3,1,0,Below,Below,Below,,,,Below,Below,App Read,MJ GRADE 7 MATH ADV,C,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,B,,,,,Yes,Yes,No,No,Yes,No
Russell,Travis,10004708,11/11/2113,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,08,White,M,No,,48,1,0,0,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 3,D,,,,,MJ COMPRE SCI 3,C,,,,,Yes,Yes,No,No,No,No
Russell,Tyla,10004709,11/18/2111,ID,0961,JEAN RIBAULT HIGH SCHOOL,11,Black,F,No,3.08,48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes
Russell,William,10004710,05/23/2116,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,06,White,M,No,,48,3,0,0,0,Below,Below,Below,,,,Below,Below,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,A,,,,,,,MJ COMPRE SCI 1,A,,,,,Yes,Yes,No,No,No,No
Ryder,Jaelyn,10004711,11/04/2117,ID,2051,PICKETT ELEMENTARY SCHOOL,04,White,F,No,,48,1,0,0,0,Below,Early,Mid,Below,Early,Below,App Read,App Read,App Text,MATH GRADE 4,B,,,,,,,LANG ARTS GRADE 4,B,,,,,,,SCIENCE GRADE 4,B,,,,,No,Yes,No,No,No,No
Ryder-Houraji,Jaden,10004712,01/13/2115,ID,2741,WESTVIEW K-8,07,Black,F,No,,48,3,0,0,0,Below,Below,Below,,,,App Read,App Read,Meets,MJ GRADE 7 MATH ADV,A,,,,,,,MJ LANG ARTS 2 ADV,B,,,,,,,MJ COMPRE SCI 2 ADV,A,,,,,No,Yes,No,No,No,No
Sabathia,Araina,10004713,02/24/2118,ID,0741,LAKE FOREST ELEMENTARY SCHOOL,03,Black,F,No,,48,1,0,0,0,Early,Mid,Mid,Late,Late,Late,Meets,Meets,Meets,MATH GRADE 3,A,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
